champion,opgg_key,opgg_patch,opgg_region,opgg_rank_tier,position,opgg_tier_raw,opgg_tier_label,opgg_rank,opgg_win_rate,opgg_pick_rate,opgg_ban_rate,opgg_role_rate,data_source,leaguepedia_patch
Ziggs,ziggs,16.10,global,platinum_plus,ADC,3,Tier 3,24,0.512943,0.0191003,0.00606239,0.646228,opgg_scraped,26.10
Sejuani,sejuani,16.10,global,platinum_plus,JUNGLE,3,Tier 3,24,0.511519,0.019474,0.00198951,0.834821,opgg_scraped,26.10
Xerath,xerath,16.10,global,platinum_plus,SUPPORT,3,Tier 3,24,0.498466,0.0381923,0.101974,0.387816,opgg_scraped,26.10
Teemo,teemo,16.10,global,platinum_plus,ADC,3,Tier 3,25,0.527016,0.00828536,0.111005,0.111563,opgg_scraped,26.10
Udyr,udyr,16.10,global,platinum_plus,JUNGLE,3,Tier 3,25,0.510414,0.0202171,0.00890154,0.767884,opgg_scraped,26.10
Rakan,rakan,16.10,global,platinum_plus,SUPPORT,3,Tier 3,25,0.503793,0.0332048,0.00302953,0.989328,opgg_scraped,26.10
Akali,akali,16.10,global,platinum_plus,TOP,3,Tier 3,25,0.501145,0.0270058,0.177476,0.299357,opgg_scraped,26.10
Galio,galio,16.10,global,platinum_plus,MID,3,Tier 3,25,0.492423,0.040890899999999994,0.0168546,0.783633,opgg_scraped,26.10
Brand,brand,16.10,global,platinum_plus,MID,3,Tier 3,26,0.511736,0.0141173,0.127683,0.147546,opgg_scraped,26.10
Aatrox,aatrox,16.10,global,platinum_plus,JUNGLE,3,Tier 3,26,0.511079,0.0159863,0.08132500000000001,0.199914,opgg_scraped,26.10
Sona,sona,16.10,global,platinum_plus,SUPPORT,3,Tier 3,26,0.509067,0.0246398,0.0018148600000000002,0.989262,opgg_scraped,26.10
Nasus,nasus,16.10,global,platinum_plus,TOP,3,Tier 3,26,0.499759,0.0333832,0.0462975,0.561122,opgg_scraped,26.10
Zeri,zeri,16.10,global,platinum_plus,ADC,3,Tier 3,26,0.49698,0.0363063,0.00478144,0.954661,opgg_scraped,26.10
Vel'Koz,velkoz,16.10,global,platinum_plus,ADC,3,Tier 3,27,0.531864,0.00675625,0.0186613,0.113719,opgg_scraped,26.10
Evelynn,evelynn,16.10,global,platinum_plus,JUNGLE,3,Tier 3,27,0.505568,0.0247512,0.0227412,0.962086,opgg_scraped,26.10
Camille,camille,16.10,global,platinum_plus,TOP,3,Tier 3,27,0.504832,0.0239267,0.00874867,0.616164,opgg_scraped,26.10
Zyra,zyra,16.10,global,platinum_plus,SUPPORT,3,Tier 3,27,0.503409,0.031016399999999996,0.0289392,0.736223,opgg_scraped,26.10
Irelia,irelia,16.10,global,platinum_plus,MID,3,Tier 3,27,0.494036,0.0324599,0.13466,0.43651,opgg_scraped,26.10
Xerath,xerath,16.10,global,platinum_plus,ADC,3,Tier 3,28,0.526403,0.00731558,0.0977989,0.0765506,opgg_scraped,26.10
Lillia,lillia,16.10,global,platinum_plus,JUNGLE,3,Tier 3,28,0.504736,0.0260834,0.0158602,0.974299,opgg_scraped,26.10
Pantheon,pantheon,16.10,global,platinum_plus,TOP,3,Tier 3,28,0.502542,0.025651700000000003,0.0214038,0.321572,opgg_scraped,26.10
Akshan,akshan,16.10,global,platinum_plus,MID,3,Tier 3,28,0.502162,0.0228607,0.0206333,0.862817,opgg_scraped,26.10
Alistar,alistar,16.10,global,platinum_plus,SUPPORT,3,Tier 3,28,0.498598,0.037336,0.013830100000000001,0.96396,opgg_scraped,26.10
Wukong,monkeyking,16.10,global,platinum_plus,TOP,3,Tier 3,29,0.516382,0.0115765,0.0146669,0.183745,opgg_scraped,26.10
Maokai,maokai,16.10,global,platinum_plus,SUPPORT,3,Tier 3,29,0.508997,0.0186379,0.00204462,0.66847,opgg_scraped,26.10
Amumu,amumu,16.10,global,platinum_plus,JUNGLE,3,Tier 3,29,0.504238,0.0252335,0.0146797,0.822196,opgg_scraped,26.10
Aphelios,aphelios,16.10,global,platinum_plus,ADC,3,Tier 3,29,0.488709,0.0416974,0.0143055,0.987398,opgg_scraped,26.10
LeBlanc,leblanc,16.10,global,platinum_plus,MID,3,Tier 3,29,0.487526,0.0383266,0.128794,0.83102,opgg_scraped,26.10
Swain,swain,16.10,global,platinum_plus,MID,3,Tier 3,30,0.522572,0.007668900000000001,0.0250332,0.141603,opgg_scraped,26.10
Poppy,poppy,16.10,global,platinum_plus,SUPPORT,3,Tier 3,30,0.508432,0.0184731,0.023852,0.522298,opgg_scraped,26.10
Jax,jax,16.10,global,platinum_plus,JUNGLE,3,Tier 3,30,0.502506,0.0233256,0.109524,0.283343,opgg_scraped,26.10
Fiora,fiora,16.10,global,platinum_plus,TOP,3,Tier 3,30,0.49989400000000006,0.0293611,0.0388155,0.9295,opgg_scraped,26.10
Vel'Koz,velkoz,16.10,global,platinum_plus,MID,3,Tier 3,31,0.510833,0.0133553,0.0191271,0.220774,opgg_scraped,26.10
Zaahen,zaahen,16.10,global,platinum_plus,TOP,3,Tier 3,31,0.499591,0.0273373,0.0182973,0.822592,opgg_scraped,26.10
Xin Zhao,xinzhao,16.10,global,platinum_plus,JUNGLE,3,Tier 3,31,0.494548,0.0411897,0.0538145,0.612909,opgg_scraped,26.10
Heimerdinger,heimerdinger,16.10,global,platinum_plus,TOP,3,Tier 3,32,0.510724,0.0144384,0.0222615,0.683104,opgg_scraped,26.10
Anivia,anivia,16.10,global,platinum_plus,MID,3,Tier 3,32,0.495691,0.0255551,0.0329932,0.634149,opgg_scraped,26.10
Riven,riven,16.10,global,platinum_plus,MID,3,Tier 3,33,0.509812,0.0124749,0.0242831,0.263703,opgg_scraped,26.10
Kled,kled,16.10,global,platinum_plus,TOP,3,Tier 3,33,0.508645,0.014755899999999999,0.00780784,0.895726,opgg_scraped,26.10
Tahm Kench,tahmkench,16.10,global,platinum_plus,TOP,3,Tier 3,34,0.501449,0.021160899999999996,0.0305116,0.377978,opgg_scraped,26.10
Zoe,zoe,16.10,global,platinum_plus,MID,3,Tier 3,34,0.492497,0.027030099999999998,0.0409612,0.747119,opgg_scraped,26.10
Kassadin,kassadin,16.10,global,platinum_plus,MID,3,Tier 3,35,0.494595,0.0234538,0.0189238,0.952713,opgg_scraped,26.10
Jayce,jayce,16.10,global,platinum_plus,TOP,3,Tier 3,35,0.485695,0.047672,0.048796,0.623638,opgg_scraped,26.10
Riven,riven,16.10,global,platinum_plus,TOP,3,Tier 3,36,0.492872,0.0326584,0.0244597,0.680466,opgg_scraped,26.10
Aurora,aurora,16.10,global,platinum_plus,MID,3,Tier 3,36,0.492035,0.025591,0.018852,0.80297,opgg_scraped,26.10
Malphite,malphite,16.10,global,platinum_plus,MID,3,Tier 3,37,0.507856,0.00941993,0.186022,0.0990085,opgg_scraped,26.10
Cho'Gath,chogath,16.10,global,platinum_plus,TOP,3,Tier 3,37,0.497239,0.025221,0.00737098,0.664213,opgg_scraped,26.10
Talon,talon,16.10,global,platinum_plus,MID,3,Tier 3,38,0.493422,0.0214877,0.063603,0.319302,opgg_scraped,26.10
Yasuo,yasuo,16.10,global,platinum_plus,TOP,3,Tier 3,38,0.490275,0.0296541,0.169454,0.249001,opgg_scraped,26.10
Sion,sion,16.10,global,platinum_plus,MID,3,Tier 3,39,0.508728,0.010503099999999998,0.0147011,0.148159,opgg_scraped,26.10
Qiyana,qiyana,16.10,global,platinum_plus,MID,3,Tier 3,40,0.491954,0.0202411,0.012202,0.644405,opgg_scraped,26.10
Pantheon,pantheon,16.10,global,platinum_plus,MID,3,Tier 3,41,0.508397,0.00893544,0.0208539,0.113643,opgg_scraped,26.10
Yasuo,yasuo,16.10,global,platinum_plus,ADC,4,Tier 4,30,0.510988,0.0108949,0.16761100000000004,0.094501,opgg_scraped,26.10
Karthus,karthus,16.10,global,platinum_plus,ADC,4,Tier 4,31,0.53032,0.00544141,0.008679,0.262834,opgg_scraped,26.10
Pantheon,pantheon,16.10,global,platinum_plus,SUPPORT,4,Tier 4,31,0.489936,0.0334256,0.021465200000000004,0.420039,opgg_scraped,26.10
Kha'Zix,khazix,16.10,global,platinum_plus,JUNGLE,4,Tier 4,32,0.488667,0.0501062,0.0290231,0.994348,opgg_scraped,26.10
Draven,draven,16.10,global,platinum_plus,ADC,4,Tier 4,32,0.48572400000000004,0.0372937,0.105946,0.954,opgg_scraped,26.10
Yuumi,yuumi,16.10,global,platinum_plus,SUPPORT,4,Tier 4,32,0.474393,0.0544013,0.0659396,0.998782,opgg_scraped,26.10
Kindred,kindred,16.10,global,platinum_plus,JUNGLE,4,Tier 4,33,0.49945,0.023660400000000005,0.013100099999999998,0.962221,opgg_scraped,26.10
Swain,swain,16.10,global,platinum_plus,SUPPORT,4,Tier 4,33,0.485885,0.0311589,0.0256,0.568466,opgg_scraped,26.10
Yunara,yunara,16.10,global,platinum_plus,ADC,4,Tier 4,33,0.479471,0.0434051,0.0118708,0.993129,opgg_scraped,26.10
Katarina,katarina,16.10,global,platinum_plus,ADC,4,Tier 4,34,0.518835,0.00571504,0.09837389999999999,0.0747889,opgg_scraped,26.10
Darius,darius,16.10,global,platinum_plus,JUNGLE,4,Tier 4,34,0.513222,0.007798160000000001,0.141347,0.0979818,opgg_scraped,26.10
Shaco,shaco,16.10,global,platinum_plus,SUPPORT,4,Tier 4,34,0.49166699999999997,0.0146182,0.213191,0.214782,opgg_scraped,26.10
Nunu & Willump,nunu,16.10,global,platinum_plus,JUNGLE,4,Tier 4,35,0.500749,0.0194117,0.00618414,0.745384,opgg_scraped,26.10
Neeko,neeko,16.10,global,platinum_plus,SUPPORT,4,Tier 4,35,0.490385,0.0187872,0.00872632,0.78991,opgg_scraped,26.10
Varus,varus,16.10,global,platinum_plus,ADC,4,Tier 4,35,0.471922,0.0399213,0.0351004,0.730382,opgg_scraped,26.10
Amumu,amumu,16.10,global,platinum_plus,SUPPORT,4,Tier 4,36,0.512735,0.00531142,0.0138222,0.17042,opgg_scraped,26.10
Nidalee,nidalee,16.10,global,platinum_plus,JUNGLE,4,Tier 4,36,0.494368,0.0279147,0.0127712,0.879925,opgg_scraped,26.10
Ivern,ivern,16.10,global,platinum_plus,JUNGLE,4,Tier 4,37,0.509822,0.010003699999999999,0.00319075,0.793321,opgg_scraped,26.10
Elise,elise,16.10,global,platinum_plus,SUPPORT,4,Tier 4,37,0.507928,0.00588419,0.010281099999999998,0.232771,opgg_scraped,26.10
Renata Glasc,renata,16.10,global,platinum_plus,SUPPORT,4,Tier 4,38,0.497872,0.00974271,0.00138528,0.994761,opgg_scraped,26.10
Hecarim,hecarim,16.10,global,platinum_plus,JUNGLE,4,Tier 4,38,0.489925,0.0330812,0.025609900000000005,0.996295,opgg_scraped,26.10
Quinn,quinn,16.10,global,platinum_plus,TOP,4,Tier 4,39,0.513172,0.00936876,0.0124412,0.296105,opgg_scraped,26.10
Hwei,hwei,16.10,global,platinum_plus,SUPPORT,4,Tier 4,39,0.4983139999999999,0.00845567,0.0256302,0.109514,opgg_scraped,26.10
Zac,zac,16.10,global,platinum_plus,JUNGLE,4,Tier 4,39,0.495755,0.0213421,0.00783665,0.722921,opgg_scraped,26.10
Zyra,zyra,16.10,global,platinum_plus,JUNGLE,4,Tier 4,40,0.50727,0.00803857,0.0276722,0.193769,opgg_scraped,26.10
Galio,galio,16.10,global,platinum_plus,SUPPORT,4,Tier 4,40,0.497637,0.00866508,0.0162956,0.164074,opgg_scraped,26.10
Volibear,volibear,16.10,global,platinum_plus,TOP,4,Tier 4,40,0.492556,0.0295601,0.0174404,0.710471,opgg_scraped,26.10
Gwen,gwen,16.10,global,platinum_plus,TOP,4,Tier 4,41,0.495989,0.0229945,0.0276348,0.601601,opgg_scraped,26.10
Shen,shen,16.10,global,platinum_plus,SUPPORT,4,Tier 4,41,0.495398,0.0081089,0.0084393,0.162267,opgg_scraped,26.10
Elise,elise,16.10,global,platinum_plus,JUNGLE,4,Tier 4,41,0.494515,0.0179606,0.010744399999999998,0.721524,opgg_scraped,26.10
Trundle,trundle,16.10,global,platinum_plus,JUNGLE,4,Tier 4,42,0.505748,0.0076368700000000005,0.00396908,0.309369,opgg_scraped,26.10
Cassiopeia,cassiopeia,16.10,global,platinum_plus,MID,4,Tier 4,42,0.490076,0.0163339,0.0167352,0.661365,opgg_scraped,26.10
Vayne,vayne,16.10,global,platinum_plus,TOP,4,Tier 4,42,0.486736,0.0329239,0.118478,0.34902,opgg_scraped,26.10
Camille,camille,16.10,global,platinum_plus,SUPPORT,4,Tier 4,42,0.48395200000000005,0.0132265,0.0085835,0.341433,opgg_scraped,26.10
Cho'Gath,chogath,16.10,global,platinum_plus,MID,4,Tier 4,43,0.509257,0.00605819,0.00711359,0.161866,opgg_scraped,26.10
Volibear,volibear,16.10,global,platinum_plus,JUNGLE,4,Tier 4,43,0.498686,0.011074499999999998,0.0172395,0.270958,opgg_scraped,26.10
LeBlanc,leblanc,16.10,global,platinum_plus,SUPPORT,4,Tier 4,43,0.494513,0.00680165,0.12395399999999998,0.145716,opgg_scraped,26.10
Gnar,gnar,16.10,global,platinum_plus,TOP,4,Tier 4,43,0.488582,0.0318328,0.0105556,0.983119,opgg_scraped,26.10
Gragas,gragas,16.10,global,platinum_plus,TOP,4,Tier 4,44,0.49443799999999993,0.020926,0.00609807,0.592073,opgg_scraped,26.10
Teemo,teemo,16.10,global,platinum_plus,SUPPORT,4,Tier 4,44,0.490537,0.00632633,0.12314,0.0826628,opgg_scraped,26.10
Aurelion Sol,aurelionsol,16.10,global,platinum_plus,MID,4,Tier 4,44,0.485478,0.0172988,0.0071432200000000005,0.688666,opgg_scraped,26.10
Ziggs,ziggs,16.10,global,platinum_plus,MID,4,Tier 4,45,0.49825699999999995,0.00866707,0.00587749,0.287997,opgg_scraped,26.10
Fiddlesticks,fiddlesticks,16.10,global,platinum_plus,SUPPORT,4,Tier 4,45,0.49335999999999997,0.00550321,0.010380099999999998,0.17614,opgg_scraped,26.10
Ambessa,ambessa,16.10,global,platinum_plus,TOP,4,Tier 4,45,0.488777,0.0270598,0.0577136,0.60032,opgg_scraped,26.10
Poppy,poppy,16.10,global,platinum_plus,TOP,4,Tier 4,46,0.503008,0.0113998,0.023697,0.321536,opgg_scraped,26.10
Ryze,ryze,16.10,global,platinum_plus,MID,4,Tier 4,46,0.4707239999999999,0.027937599999999996,0.00652212,0.790992,opgg_scraped,26.10
Kennen,kennen,16.10,global,platinum_plus,TOP,4,Tier 4,47,0.49774700000000005,0.0149902,0.0107615,0.731287,opgg_scraped,26.10
Taliyah,taliyah,16.10,global,platinum_plus,MID,4,Tier 4,47,0.488063,0.0119699,0.00267925,0.616074,opgg_scraped,26.10
Naafiri,naafiri,16.10,global,platinum_plus,TOP,4,Tier 4,48,0.501335,0.007781399999999999,0.309026,0.0750237,opgg_scraped,26.10
Mel,mel,16.10,global,platinum_plus,MID,4,Tier 4,48,0.454976,0.0336245,0.24699400000000002,0.46991,opgg_scraped,26.10
Vladimir,vladimir,16.10,global,platinum_plus,TOP,4,Tier 4,49,0.495323,0.0142768,0.0620376,0.217697,opgg_scraped,26.10
Orianna,orianna,16.10,global,platinum_plus,MID,4,Tier 4,49,0.463753,0.0268314,0.00613119,0.953377,opgg_scraped,26.10
Jayce,jayce,16.10,global,platinum_plus,MID,4,Tier 4,50,0.488564,0.00763561,0.048075200000000005,0.10134,opgg_scraped,26.10
K'Sante,ksante,16.10,global,platinum_plus,TOP,4,Tier 4,50,0.475758,0.0446464,0.0308351,0.955434,opgg_scraped,26.10
Anivia,anivia,16.10,global,platinum_plus,TOP,4,Tier 4,51,0.505331,0.0074073,0.0321589,0.181178,opgg_scraped,26.10
Vladimir,vladimir,16.10,global,platinum_plus,ADC,5,Tier 5,36,0.506517,0.00505562,0.0598916,0.0796327,opgg_scraped,26.10
Kalista,kalista,16.10,global,platinum_plus,ADC,5,Tier 5,37,0.480691,0.0157599,0.00265798,0.888801,opgg_scraped,26.10
Mel,mel,16.10,global,platinum_plus,ADC,5,Tier 5,38,0.473153,0.0135552,0.24492900000000004,0.192884,opgg_scraped,26.10
Corki,corki,16.10,global,platinum_plus,ADC,5,Tier 5,39,0.475721,0.0122334,0.0028489799999999997,0.847008,opgg_scraped,26.10
Taliyah,taliyah,16.10,global,platinum_plus,JUNGLE,5,Tier 5,44,0.507529,0.00528793,0.00257309,0.273084,opgg_scraped,26.10
Jayce,jayce,16.10,global,platinum_plus,JUNGLE,5,Tier 5,45,0.486326,0.020063,0.0483393,0.267178,opgg_scraped,26.10
Gragas,gragas,16.10,global,platinum_plus,JUNGLE,5,Tier 5,46,0.502681,0.00704479,0.005826639999999999,0.202905,opgg_scraped,26.10
Anivia,anivia,16.10,global,platinum_plus,SUPPORT,5,Tier 5,46,0.477256,0.00652952,0.032152,0.160094,opgg_scraped,26.10
Quinn,quinn,16.10,global,platinum_plus,JUNGLE,5,Tier 5,47,0.487687,0.0179494,0.0125796,0.577495,opgg_scraped,26.10
Zoe,zoe,16.10,global,platinum_plus,SUPPORT,5,Tier 5,47,0.472391,0.00784766,0.0400867,0.21432,opgg_scraped,26.10
Skarner,skarner,16.10,global,platinum_plus,JUNGLE,5,Tier 5,48,0.49613300000000005,0.010229300000000002,0.00261358,0.636,opgg_scraped,26.10
Mel,mel,16.10,global,platinum_plus,SUPPORT,5,Tier 5,48,0.43137000000000003,0.0238135,0.246517,0.328824,opgg_scraped,26.10
Rengar,rengar,16.10,global,platinum_plus,JUNGLE,5,Tier 5,49,0.472586,0.0383181,0.063056,0.904438,opgg_scraped,26.10
Ashe,ashe,16.10,global,platinum_plus,SUPPORT,5,Tier 5,49,0.441342,0.00995004,0.078194,0.0739252,opgg_scraped,26.10
Teemo,teemo,16.10,global,platinum_plus,JUNGLE,5,Tier 5,50,0.496449,0.00689983,0.12363399999999998,0.0915556,opgg_scraped,26.10
Fizz,fizz,16.10,global,platinum_plus,JUNGLE,5,Tier 5,51,0.497635,0.00604335,0.0946469,0.0857108,opgg_scraped,26.10
Xin Zhao,xinzhao,16.10,global,platinum_plus,MID,5,Tier 5,51,0.48031199999999996,0.00807708,0.0525419,0.119782,opgg_scraped,26.10
Cassiopeia,cassiopeia,16.10,global,platinum_plus,TOP,5,Tier 5,52,0.506201,0.00590724,0.016073,0.235759,opgg_scraped,26.10
Karthus,karthus,16.10,global,platinum_plus,JUNGLE,5,Tier 5,52,0.487539,0.0129233,0.00955657,0.615151,opgg_scraped,26.10
Azir,azir,16.10,global,platinum_plus,MID,5,Tier 5,52,0.462281,0.0153772,0.00292834,0.917803,opgg_scraped,26.10
Poppy,poppy,16.10,global,platinum_plus,JUNGLE,5,Tier 5,53,0.49994900000000003,0.00503629,0.0229951,0.144603,opgg_scraped,26.10
Trundle,trundle,16.10,global,platinum_plus,TOP,5,Tier 5,53,0.48670699999999995,0.0161822,0.00407278,0.643963,opgg_scraped,26.10
Nunu & Willump,nunu,16.10,global,platinum_plus,MID,5,Tier 5,53,0.48491,0.00500624,0.005662080000000001,0.191584,opgg_scraped,26.10
Lissandra,lissandra,16.10,global,platinum_plus,TOP,5,Tier 5,54,0.502554,0.006000759999999999,0.028519699999999995,0.104854,opgg_scraped,26.10
Gwen,gwen,16.10,global,platinum_plus,JUNGLE,5,Tier 5,54,0.4909220000000001,0.00877102,0.0271275,0.233599,opgg_scraped,26.10
Tristana,tristana,16.10,global,platinum_plus,MID,5,Tier 5,54,0.466443,0.00655498,0.020496,0.0870609,opgg_scraped,26.10
Malphite,malphite,16.10,global,platinum_plus,JUNGLE,5,Tier 5,55,0.482821,0.00934422,0.18551599999999996,0.0985455,opgg_scraped,26.10
Rumble,rumble,16.10,global,platinum_plus,TOP,5,Tier 5,55,0.477582,0.0194691,0.010320000000000001,0.836515,opgg_scraped,26.10
Smolder,smolder,16.10,global,platinum_plus,MID,5,Tier 5,55,0.45306,0.00802484,0.123878,0.0936676,opgg_scraped,26.10
Malzahar,malzahar,16.10,global,platinum_plus,TOP,5,Tier 5,56,0.49467800000000006,0.00615093,0.130831,0.0785545,opgg_scraped,26.10
Ambessa,ambessa,16.10,global,platinum_plus,JUNGLE,5,Tier 5,56,0.477582,0.0150384,0.0575645,0.339623,opgg_scraped,26.10
Dr. Mundo,drmundo,16.10,global,platinum_plus,JUNGLE,5,Tier 5,57,0.493236,0.00532008,0.0342314,0.121939,opgg_scraped,26.10
Xin Zhao,xinzhao,16.10,global,platinum_plus,TOP,5,Tier 5,57,0.4748820000000001,0.0172624,0.0535246,0.252332,opgg_scraped,26.10
Ryze,ryze,16.10,global,platinum_plus,TOP,5,Tier 5,58,0.488667,0.00701449,0.00629943,0.195754,opgg_scraped,26.10
Pantheon,pantheon,16.10,global,platinum_plus,JUNGLE,5,Tier 5,58,0.479285,0.011051100000000001,0.0209863,0.141027,opgg_scraped,26.10
Varus,varus,16.10,global,platinum_plus,TOP,5,Tier 5,59,0.47884,0.01159,0.0347633,0.205273,opgg_scraped,26.10
Zed,zed,16.10,global,platinum_plus,JUNGLE,5,Tier 5,59,0.462868,0.0212033,0.256254,0.208932,opgg_scraped,26.10
Aurora,aurora,16.10,global,platinum_plus,TOP,5,Tier 5,60,0.486973,0.00548429,0.0179067,0.169615,opgg_scraped,26.10
Qiyana,qiyana,16.10,global,platinum_plus,JUNGLE,5,Tier 5,60,0.469972,0.00882206,0.0120034,0.281815,opgg_scraped,26.10
Master Yi,masteryi,16.10,global,platinum_plus,TOP,5,Tier 5,61,0.47614000000000006,0.00837322,0.160478,0.100849,opgg_scraped,26.10
Udyr,udyr,16.10,global,platinum_plus,TOP,5,Tier 5,62,0.484829,0.00575396,0.00865158,0.214687,opgg_scraped,26.10
Nocturne,nocturne,16.11,global,platinum_plus,JUNGLE,0,OP,1,0.520097,0.0879685,0.186467,0.980646,opgg_scraped,26.11
Senna,senna,16.11,global,platinum_plus,ADC,1,Tier 1,1,0.529642,0.0746016,0.0541085,0.502029,opgg_scraped,26.11
Fizz,fizz,16.11,global,platinum_plus,MID,1,Tier 1,1,0.520422,0.0628657,0.0946049,0.877822,opgg_scraped,26.11
Garen,garen,16.11,global,platinum_plus,TOP,1,Tier 1,1,0.517606,0.0842872,0.0758189,0.932156,opgg_scraped,26.11
Thresh,thresh,16.11,global,platinum_plus,SUPPORT,1,Tier 1,1,0.516553,0.128588,0.0692589,0.99591,opgg_scraped,26.11
Xerath,xerath,16.11,global,platinum_plus,MID,1,Tier 1,2,0.520553,0.0553107,0.10334099999999999,0.557183,opgg_scraped,26.11
Seraphine,seraphine,16.11,global,platinum_plus,SUPPORT,1,Tier 1,2,0.518488,0.112375,0.0809197,0.880015,opgg_scraped,26.11
Briar,briar,16.11,global,platinum_plus,JUNGLE,1,Tier 1,2,0.518483,0.052820200000000005,0.110198,0.894294,opgg_scraped,26.11
Jinx,jinx,16.11,global,platinum_plus,ADC,1,Tier 1,2,0.517359,0.125731,0.029386000000000002,0.996207,opgg_scraped,26.11
Malphite,malphite,16.11,global,platinum_plus,TOP,1,Tier 1,2,0.515842,0.0756779,0.190804,0.759816,opgg_scraped,26.11
Warwick,warwick,16.11,global,platinum_plus,JUNGLE,1,Tier 1,3,0.522497,0.0400045,0.0282332,0.725273,opgg_scraped,26.11
Ornn,ornn,16.11,global,platinum_plus,TOP,1,Tier 1,3,0.519004,0.0399831,0.00720932,0.954123,opgg_scraped,26.11
Senna,senna,16.11,global,platinum_plus,SUPPORT,1,Tier 1,3,0.518869,0.0744044,0.054117,0.485936,opgg_scraped,26.11
Ashe,ashe,16.11,global,platinum_plus,ADC,1,Tier 1,3,0.509744,0.140618,0.09062660000000002,0.921885,opgg_scraped,26.11
Ahri,ahri,16.11,global,platinum_plus,MID,1,Tier 1,3,0.508425,0.100353,0.0426178,0.967247,opgg_scraped,26.11
Brand,brand,16.11,global,platinum_plus,ADC,1,Tier 1,4,0.533199,0.0330173,0.125494,0.330432,opgg_scraped,26.11
Leona,leona,16.11,global,platinum_plus,SUPPORT,1,Tier 1,4,0.516815,0.0821181,0.079246,0.994903,opgg_scraped,26.11
Teemo,teemo,16.11,global,platinum_plus,TOP,1,Tier 1,4,0.509554,0.05906750000000001,0.133966,0.705994,opgg_scraped,26.11
Malzahar,malzahar,16.11,global,platinum_plus,MID,1,Tier 1,4,0.508271,0.0746568,0.138365,0.882609,opgg_scraped,26.11
Lee Sin,leesin,16.11,global,platinum_plus,JUNGLE,1,Tier 1,4,0.49989100000000003,0.143081,0.196837,0.955739,opgg_scraped,26.11
Shyvana,shyvana,16.11,global,platinum_plus,JUNGLE,1,Tier 1,5,0.518759,0.0454237,0.0684391,0.939172,opgg_scraped,26.11
Viktor,viktor,16.11,global,platinum_plus,MID,1,Tier 1,5,0.502477,0.095833,0.0926245,0.940845,opgg_scraped,26.11
Vladimir,vladimir,16.11,global,platinum_plus,MID,1,Tier 1,6,0.515599,0.048716600000000006,0.0616212,0.709248,opgg_scraped,26.11
Wukong,monkeyking,16.11,global,platinum_plus,JUNGLE,1,Tier 1,6,0.515587,0.0444923,0.01215,0.792393,opgg_scraped,26.11
Diana,diana,16.11,global,platinum_plus,MID,1,Tier 1,7,0.515103,0.0461377,0.0688348,0.419263,opgg_scraped,26.11
Kayn,kayn,16.11,global,platinum_plus,JUNGLE,1,Tier 1,7,0.503721,0.08517820000000001,0.0578371,0.951663,opgg_scraped,26.11
Lux,lux,16.11,global,platinum_plus,MID,1,Tier 1,8,0.514645,0.0442936,0.0542232,0.334576,opgg_scraped,26.11
Master Yi,masteryi,16.11,global,platinum_plus,JUNGLE,1,Tier 1,8,0.503843,0.074166,0.166867,0.859608,opgg_scraped,26.11
Rammus,rammus,16.11,global,platinum_plus,JUNGLE,1,Tier 1,9,0.523651,0.0214988,0.0493972,0.897483,opgg_scraped,26.11
Katarina,katarina,16.11,global,platinum_plus,MID,1,Tier 1,9,0.503191,0.0725363,0.102398,0.909806,opgg_scraped,26.11
Naafiri,naafiri,16.11,global,platinum_plus,MID,1,Tier 1,10,0.515366,0.0279709,0.310141,0.301457,opgg_scraped,26.11
Xin Zhao,xinzhao,16.11,global,platinum_plus,JUNGLE,1,Tier 1,10,0.506106,0.0611805,0.0825249,0.566336,opgg_scraped,26.11
Sett,sett,16.11,global,platinum_plus,TOP,2,Tier 2,5,0.509492,0.0543621,0.0277632,0.92368,opgg_scraped,26.11
Smolder,smolder,16.11,global,platinum_plus,ADC,2,Tier 2,5,0.508601,0.10393599999999999,0.257819,0.869426,opgg_scraped,26.11
Nautilus,nautilus,16.11,global,platinum_plus,SUPPORT,2,Tier 2,5,0.501539,0.104923,0.141373,0.97892,opgg_scraped,26.11
Bard,bard,16.11,global,platinum_plus,SUPPORT,2,Tier 2,6,0.510529,0.059441600000000004,0.027379699999999996,0.99479,opgg_scraped,26.11
Sion,sion,16.11,global,platinum_plus,TOP,2,Tier 2,6,0.507728,0.0557285,0.014297800000000001,0.783004,opgg_scraped,26.11
Caitlyn,caitlyn,16.11,global,platinum_plus,ADC,2,Tier 2,6,0.493191,0.18087,0.238537,0.981714,opgg_scraped,26.11
Braum,braum,16.11,global,platinum_plus,SUPPORT,2,Tier 2,7,0.513822,0.0456225,0.0535578,0.997346,opgg_scraped,26.11
Dr. Mundo,drmundo,16.11,global,platinum_plus,TOP,2,Tier 2,7,0.51261,0.0380742,0.0360504,0.838375,opgg_scraped,26.11
Jhin,jhin,16.11,global,platinum_plus,ADC,2,Tier 2,7,0.495926,0.16055600000000003,0.0175987,0.976576,opgg_scraped,26.11
Seraphine,seraphine,16.11,global,platinum_plus,ADC,2,Tier 2,8,0.541002,0.012243300000000002,0.0800949,0.0987913,opgg_scraped,26.11
Kayle,kayle,16.11,global,platinum_plus,TOP,2,Tier 2,8,0.518447,0.0274861,0.026600899999999997,0.818382,opgg_scraped,26.11
